"snail_ID","Axis1","Axis2","ecotype.x","sex_dissection","DistAlongPath","ecotype.y","group","cluster"
"ANG370",2.95857040314935,-13.6437730738705,"Wave","female",88.79848477,"Wave","W_F","2"
"ANG372",-61.3239897753094,-4.09943379623419,NA,"female",86.0960001,"Hybrid",NA,"1"
"ANG378",0.391143046131888,0.203704641782377,NA,"female",85.67501655,"Hybrid",NA,"2"
"ANG379",-4.81383809255144,33.4606520661326,NA,"female",85.56321397,"Hybrid",NA,"2"
"ANG382",5.44626415522707,-13.678270366163,NA,"female",84.27984634,"Hybrid",NA,"2"
"ANG388",1.6076774832836,5.60616217707268,NA,"female",86.91858559,"Hybrid",NA,"2"
"ANG391",2.9587218147801,-12.7722803680082,NA,"female",87.21622807,"Hybrid",NA,"2"
"ANG392",1.32326763178815,-11.5003829423208,NA,"female",87.21507221,"Hybrid",NA,"2"
"ANG393",4.75055302863596,4.58319454745699,NA,"female",87.21479633,"Hybrid",NA,"2"
"ANG394",-71.4080344264361,16.2965307155448,NA,"female",86.57896495,"Hybrid",NA,"1"
"ANG398",2.75318524305718,-15.4410122640309,NA,"female",84.85012966,"Hybrid",NA,"2"
"ANG399",3.28504004823907,-14.7203495358083,NA,"female",84.9207041,"Hybrid",NA,"2"
"ANG400",2.83010101661143,-14.4063097312178,NA,"female",85.56446101,"Hybrid",NA,"2"
"ANG401",-13.6716083771898,30.2987962898112,"Wave","female",89.55268749,"Wave","W_F","2"
"ANG405",55.5101276994142,30.7797185893093,"Wave","female",93.04805814,"Wave","W_F","3"
"ANG407",54.6405691200834,23.288334625975,"Wave","female",93.2309945,"Wave","W_F","3"
"ANG415",40.9279709938953,59.8879748068039,"Wave","female",93.64909907,"Wave","W_F","3"
"ANG419",-12.0194653961964,49.0402221966457,"Wave","female",93.7706404,"Wave","W_F","2"
"ANG423",59.2685924089935,15.8188483531851,"Wave","female",93.99788475,"Wave","W_F","3"
"ANG425",-63.4461227146011,1.27548249520577,"Wave","female",94.16964032,"Wave","W_F","1"
"ANG426",-12.2929898156116,43.9736229729048,"Wave","female",94.22514393,"Wave","W_F","2"
"ANG429",-12.1611156609924,48.8761902970383,"Wave","female",94.22730712,"Wave","W_F","2"
"ANG430",57.4549050004427,27.6397982346608,"Wave","female",94.25076558,"Wave","W_F","3"
"ANG438",-12.0434361136579,46.9436519347913,"Wave","female",95.64686105,"Wave","W_F","2"
"ANG439",46.7488773397237,53.9598857119353,"Wave","female",95.49753769,"Wave","W_F","3"
"ANG444",-5.76769062579758,31.9446603234419,"Wave","female",95.96445547,"Wave","W_F","2"
"ANG446",-0.309116099895422,1.2701827158425,"Wave","female",95.48317594,"Wave","W_F","2"
"ANG450",-11.7013522236884,-9.56356268144997,"Wave","female",98.24974206,"Wave","W_F","2"
"ANG453",-3.98278372735295,16.5870203833504,"Wave","female",97.57067061,"Wave","W_F","2"
"ANG455",51.6006495125021,54.6524687427019,"Wave","female",98.28560465,"Wave","W_F","3"
"ANG467",-70.7233634773443,13.7284998613312,"Wave","female",101.4965678,"Wave","W_F","1"
"ANG469",56.7920327193366,28.0100496243058,"Wave","female",101.3177302,"Wave","W_F","3"
"ANG470",-12.096515017715,42.2289651692858,"Wave","female",101.7983039,"Wave","W_F","2"
"ANG471",-71.6982413673758,9.0156080545495,NA,"female",NA,NA,NA,"1"
"ANG472",46.0902568021843,59.8412397220908,"Wave","female",103.4158757,"Wave","W_F","3"
"ANG475",3.42077924049302,-0.363465461621731,"Wave","female",103.1111129,"Wave","W_F","2"
"ANG478",-11.6094625511242,29.8308894509817,"Wave","female",103.6111225,"Wave","W_F","2"
"ANG479",-8.95873371463013,38.2053821568291,"Wave","female",103.6081257,"Wave","W_F","2"
"ANG480",-60.0509020043689,11.9136272230916,"Wave","female",103.6119893,"Wave","W_F","1"
"ANG481",-3.38623707522311,19.5570076283056,"Wave","female",103.9612761,"Wave","W_F","2"
"ANG483",-66.5089650755315,-0.954686743664887,"Wave","female",104.5182905,"Wave","W_F","1"
"ANG484",-74.9184056909509,13.2934489365254,"Wave","female",104.5188214,"Wave","W_F","1"
"ANG488",-7.3740100203046,27.9901085197134,"Wave","female",104.9474177,"Wave","W_F","2"
"ANG489",-75.4814286464807,19.875715750715,"Wave","female",105.23189,"Wave","W_F","1"
"ANG496",-4.07511129796929,23.9805366561494,"Wave","female",106.3636994,"Wave","W_F","2"
"ANG499",-15.1567334763044,40.4597437188958,"Wave","female",106.8666143,"Wave","W_F","2"
"ANG502",43.8585206508864,60.1290479535888,"Wave","female",107.3175994,"Wave","W_F","3"
"ANG506",-0.801824377258744,-1.04138880671071,"Wave","female",107.5724329,"Wave","W_F","2"
"ANG513",-70.4179677152568,18.2062593411244,"Wave","female",109.010157,"Wave","W_F","1"
"ANG514",54.6179134103113,-17.3295455553426,"Wave","female",109.0953291,"Wave","W_F","3"
"ANG518",50.4684804346622,44.339108259248,"Wave","female",109.1322701,"Wave","W_F","3"
"ANG523",-2.02032209509149,17.2837296170661,"Wave","female",110.1666863,"Wave","W_F","2"
"ANG528",-72.5259883995211,21.7423606277779,"Wave","female",111.5345994,"Wave","W_F","1"
"ANG535",-6.39210091941933,32.4922985379636,"Wave","female",128.8074039,"Wave","W_F","2"
"ANG539",-15.0093692546429,47.2980745017953,"Wave","female",129.1777956,"Wave","W_F","2"
"ANG540",-3.94228984708143,27.1500252252672,"Wave","female",129.30025,"Wave","W_F","2"
"ANG544",-11.4733046094549,27.4129302524378,"Wave","female",129.9252793,"Wave","W_F","2"
"ANG545",-2.6042990793305,12.995787544485,"Wave","female",130.0720804,"Wave","W_F","2"
"ANG546",-8.70697796171054,20.5503014214744,"Wave","female",130.2386212,"Wave","W_F","2"
"ANG548",50.8633736493175,56.1764530668694,"Wave","female",130.3767606,"Wave","W_F","3"
"ANG554",-62.4675658258272,3.8192685408951,"Wave","female",133.3994317,"Wave","W_F","1"
"ANG555",-15.5500859041793,34.2527818765496,"Wave","female",134.571403,"Wave","W_F","2"
"ANG558",-65.1888134751048,15.2768777706563,"Wave","female",135.6330355,"Wave","W_F","1"
"ANG563",-12.1155586407909,34.9571045486251,"Wave","female",138.9684624,"Wave","W_F","2"
"ANG564",45.3660936179625,50.315129890653,"Wave","female",139.9074511,"Wave","W_F","3"
"ANG566",-69.0353198479289,18.8393113243353,"Wave","female",141.0990103,"Wave","W_F","1"
"ANG574",-13.9034289385679,32.6664369075066,"Wave","female",144.6201782,"Wave","W_F","2"
"ANG575",-12.3516726511496,37.8547333800126,"Wave","female",146.1183569,"Wave","W_F","2"
"ANG577",-15.7674373198308,46.7175155525543,"Wave","female",146.0608021,"Wave","W_F","2"
"ANG590",0.194191428582703,-3.2523345851791,NA,"female",NA,NA,NA,"2"
"ANG591",-12.3476027877808,36.5629749680421,"Wave","female",151.6638803,"Wave","W_F","2"
"ANG595",-75.1682061247195,29.1489454533883,"Wave","female",152.7672364,"Wave","W_F","1"
